D1,D2,D3,D4,D5,D6,D7,D8
3.0000,3.0560,3.4056,3.4056,3.6593,3.7436,3.8935,4.2178
3.0000,3.2626,3.6905,3.9777,4.0739,4.2884,4.7255,4.9826
3.0000,4.2883,5.0830,6.1111,7.1955,8.3145,9.4397,10.5566
3.0000,3.9001,4.7902,5.8857,6.7003,8.1085,9.1220,10.0249
3.0000,3.0000,3.0000,3.2185,3.5161,3.7257,4.0392,4.0392
3.0000,3.0249,3.3322,3.4892,3.6855,4.1584,4.2334,4.2334
3.0000,3.3929,3.5745,3.8308,3.8633,4.2176,4.6287,4.9336
3.0000,3.8479,4.8221,5.3152,6.0414,7.0582,7.9863,8.8439
3.0000,3.0741,3.4350,3.6647,3.7522,3.9621,4.1543,4.2438
3.0000,3.4396,3.7079,3.9333,4.0282,4.1427,4.4584,4.6733
3.0000,3.2712,3.5166,3.8038,3.9054,4.1892,4.2737,4.4426
3.0000,3.2242,3.3166,3.7470,3.8758,4.0061,4.0759,4.1173
3.0000,3.3231,3.7221,3.9313,4.1598,4.5253,4.5373,4.5877
3.0000,3.9602,4.8020,5.9255,6.7690,7.7193,8.3936,9.1658
3.0000,3.0615,3.4062,3.5271,3.8616,4.1105,4.3160,4.6570
3.0000,3.6021,3.7137,3.9462,4.2408,4.4112,4.6534,4.9486
3.0000,3.1573,3.4423,3.4607,3.7231,3.9094,3.9431,4.3005
3.0000,3.1368,3.1368,3.3903,3.6104,3.7227,3.8525,4.4124
3.0000,3.4068,3.5234,3.5234,3.7885,3.8839,4.2113,4.4399
3.0000,3.2087,3.2179,3.4167,3.7510,3.8208,3.8507,3.9018
3.0000,3.3554,3.3637,3.6124,3.8029,3.8029,3.9516,4.2114
3.0000,3.2236,3.5053,3.7041,3.9893,3.9893,4.2983,4.3053
3.0000,3.2750,3.6484,3.6484,3.7678,4.2281,4.4332,4.8182
3.0000,3.1632,3.6076,3.8062,4.1398,4.3110,4.3110,4.6066
3.0000,4.1188,5.0447,6.0070,7.1592,8.1608,9.3834,10.1596
3.0000,3.6191,4.1355,5.1576,5.6629,6.2118,6.5325,6.7756
3.0000,3.9285,4.7481,5.7652,6.8300,8.0936,8.9703,9.7226
3.0000,4.2561,5.2420,6.3894,7.5052,8.3785,9.7055,10.7102
3.0000,4.0892,5.3937,6.3826,7.4674,8.3936,9.6021,10.3083
3.0000,3.3097,3.5126,3.7696,4.0674,4.3538,4.5486,4.6377
3.0000,3.9394,5.1622,5.7795,6.5502,7.4473,7.9265,8.8880
3.0000,3.2545,3.2545,3.2876,3.6108,3.7119,4.1175,4.5292
3.0000,3.3227,3.5702,3.6572,3.6572,3.8733,4.0337,4.5045
3.0000,3.7293,4.7380,5.3054,5.7790,6.8821,8.3542,8.7662
3.0000,3.1515,3.3539,3.3967,3.4098,3.6434,4.0336,4.3868
3.0000,3.1282,3.4562,3.4607,3.5552,3.6622,3.8299,3.9808
3.0000,3.1916,4.0323,4.7733,5.4864,6.2203,6.7866,7.0479
3.0000,3.1483,3.4259,3.7075,3.8267,3.9551,3.9551,4.3597
3.0000,3.4771,3.5855,3.6557,3.6557,3.9178,3.9178,3.9704
3.0000,3.3013,3.4105,3.7657,3.9104,4.2089,4.5089,4.9481
3.0000,3.2562,4.0627,4.7799,5.7585,6.2549,7.0346,7.8854
3.0000,4.2907,5.1154,5.9981,6.8779,7.8608,8.8152,9.7721
3.0000,3.2194,3.5848,3.8140,4.0925,4.1274,4.2495,4.4055
3.0000,3.3743,3.9592,4.2888,4.5596,4.8695,4.8805,5.0211
3.0000,4.2719,4.9974,5.8147,6.6959,7.8472,8.6460,9.9221
3.0000,3.3338,3.7964,4.1769,5.2340,5.3855,5.8867,6.0243
3.0000,3.2101,3.5305,3.6803,4.0740,4.2746,4.6523,4.6523
3.0000,3.0465,3.3466,3.3466,3.4985,3.6539,3.7014,3.7396
3.0000,3.3228,4.2625,4.8865,5.2877,6.2721,6.7379,7.0963
3.0000,3.2837,3.6067,3.8469,3.9719,4.1776,4.4576,4.7046
3.0000,3.2520,3.4577,3.4577,3.5676,3.5676,3.9537,4.1369
3.0000,4.1808,5.0952,6.0690,7.1138,8.4460,9.3222,10.7505
3.0000,3.2221,3.3698,3.6113,3.6282,3.8951,4.0591,4.2784
3.0000,3.9124,4.7831,5.8449,6.9759,7.7753,8.5506,9.6563
3.0000,3.2054,3.2399,3.5770,3.6751,3.7256,3.7256,3.7256
3.0000,3.2841,3.4157,3.7585,3.8569,4.3432,4.6427,4.8974
3.0000,3.3333,3.4427,3.9324,4.0322,4.1394,4.4409,4.6913
3.0000,3.0000,3.0947,3.2124,3.2124,3.2835,3.3704,3.4849
3.0000,3.4695,4.0647,4.1597,4.4539,4.6030,4.8466,5.1183
3.0000,3.9042,4.5667,5.5432,6.6764,7.5295,8.3946,9.2141
3.0000,3.4006,3.7554,3.8677,4.2674,4.5952,4.9553,5.0656
3.0000,3.2403,3.4501,3.5018,3.8399,4.0137,4.4707,4.6474
3.0000,3.0033,3.0458,3.1506,3.4981,3.6951,4.1477,4.1720
3.0000,3.9076,4.9825,6.4693,7.4723,8.3179,9.3890,10.2295
3.0000,3.6324,4.0255,5.0249,6.1174,6.7464,7.8010,8.8641
3.0000,3.9143,4.8752,6.0302,7.1482,8.3253,9.5949,10.3071
3.0000,3.9382,4.8412,5.9029,7.5852,8.2338,9.6654,10.3583
3.0000,3.0732,3.2142,3.2231,3.4483,3.6078,3.8783,4.1752
3.0000,3.1092,3.3165,3.6830,4.0369,4.0868,4.4403,4.6436
3.0000,3.0111,3.3182,3.3313,3.8687,3.9710,4.3796,4.3796
3.0000,3.2607,3.4079,3.6656,3.9678,4.1554,4.4492,4.6698
3.0000,3.0617,3.0617,3.2754,3.2754,3.2754,3.5497,3.6348
3.0000,3.4279,3.9433,4.6154,5.6655,6.8435,7.4448,8.5120
3.0000,3.3325,4.4877,5.1945,6.3739,6.7353,6.9200,7.3502
3.0000,3.3162,3.6327,3.6719,3.9200,4.0381,4.1157,4.3477
3.0000,3.3526,3.4331,3.6513,3.8274,3.9354,4.0834,4.0834
3.0000,3.2501,3.4918,3.5275,3.8028,4.0629,4.3041,4.4033
3.0000,3.1417,3.2756,3.4866,3.6092,3.9687,4.5023,4.7397
3.0000,3.0000,3.3397,3.5933,3.5980,3.7543,4.0622,4.3031
3.0000,3.0000,3.1390,3.3196,3.8212,4.0089,4.0783,4.3286
3.0000,3.1431,3.6304,4.5408,4.9896,6.2903,6.7507,7.3923
3.0000,3.3351,3.6936,3.6936,3.9468,3.9468,4.1870,4.6945
3.0000,3.0779,3.1770,3.3147,3.5080,3.5080,3.6891,3.9600
3.0000,3.3700,3.7474,4.0368,4.1746,4.1746,4.3226,4.5688
3.0000,3.7349,4.2825,4.5777,5.5347,5.9541,6.3052,6.9886
3.0000,3.0000,3.5107,3.5107,3.5618,3.7344,4.0739,4.2684
3.0000,3.1598,3.3219,3.6330,3.8613,3.9378,4.1862,4.2196
3.0000,3.4358,4.0576,4.6015,4.7946,5.5349,6.2435,6.9916
3.0000,3.2616,3.6221,3.6221,3.6480,3.8531,4.0128,4.1501
3.0000,3.1064,3.2813,3.3135,3.5237,3.5237,3.9022,4.2360
3.0000,3.0548,3.1675,3.2523,3.4498,3.5898,3.8565,4.1580
3.0000,3.1567,3.2027,3.6840,4.0071,4.1150,4.2087,4.5566
3.0000,3.1104,3.1104,3.5797,3.9498,4.3314,4.3314,4.5392
3.0000,3.1839,3.3279,3.5324,3.8814,4.0201,4.1842,4.2578
3.0000,3.4145,3.7290,3.7290,4.0681,4.3351,4.6664,4.8785
3.0000,3.2739,3.4661,3.9304,3.9506,4.1560,4.3270,4.5528
3.0000,3.0446,3.3984,3.5427,3.7306,3.8479,3.9545,4.3564
3.0000,3.0337,3.2105,3.3250,3.4116,3.6115,4.0064,4.0970
3.0000,4.0537,4.9484,5.7330,6.4810,7.0370,7.7440,8.6872
3.0000,3.6197,3.6197,3.7336,3.9111,4.1367,4.4159,4.4200
3.0000,3.2061,3.3337,3.5006,3.6086,3.9119,4.2757,4.3889
3.0000,3.1842,3.2672,3.3002,3.6042,3.6042,3.6397,3.6397
3.0000,3.4066,3.7944,4.1612,4.3940,4.4457,4.6030,4.8666
3.0000,3.1216,3.4169,3.7227,4.0731,4.3147,4.4661,4.7287
3.0000,3.0000,3.0000,3.3565,3.3565,3.6871,3.9673,4.2347
3.0000,3.4073,3.6385,3.8486,3.9053,4.0894,4.3077,4.3996
3.0000,3.0017,3.4027,3.7235,3.9756,4.4577,4.7623,4.7623
3.0000,3.3997,3.7551,3.9404,4.0669,4.2819,4.4502,4.6373
3.0000,3.2654,3.8392,4.2036,4.8637,5.4761,6.0550,6.3460
3.0000,3.1710,3.2674,3.4675,3.5467,3.6514,3.8534,4.2515
3.0000,3.1871,3.4203,3.6625,3.8833,4.1701,4.1701,4.3587
3.0000,3.8327,4.1668,4.9307,5.7403,6.9413,7.6910,8.0768
3.0000,3.5050,4.1872,4.8428,5.7148,6.2641,7.2359,7.5410
3.0000,3.8386,4.8442,5.8030,7.0733,7.8314,8.8253,9.9462
3.0000,3.3674,3.6498,3.6498,3.7451,3.9465,4.0859,4.3296
3.0000,3.1430,3.3803,3.6760,3.7800,4.2242,4.4828,4.6359
3.0000,3.3202,3.6117,3.8702,3.8973,4.2707,4.3678,4.3678
3.0000,3.4967,3.8725,4.0914,4.0914,4.1476,4.2378,4.5125
3.0000,3.3479,3.7713,3.9301,4.2213,4.2798,4.5572,4.5572
3.0000,3.3553,3.5836,3.6967,3.7003,3.8602,4.1373,4.2879
3.0000,4.2240,4.9514,5.6604,6.7761,7.8415,8.9172,9.9367
3.0000,3.1251,3.3746,3.7389,4.1369,4.2490,4.4746,4.6550
3.0000,3.2846,3.5419,3.7798,4.0186,4.1716,4.3491,4.7537
3.0000,3.0336,3.2618,3.4455,3.7658,3.7904,3.8807,4.0123
3.0000,3.1522,3.3970,3.5778,3.7053,3.9310,3.9310,4.1555
3.0000,3.0645,3.1948,3.3918,3.5709,3.6535,3.7155,4.0701
3.0000,3.1313,3.1411,3.2579,3.3213,3.4636,3.5611,3.7503
3.0000,3.3590,3.6501,3.8499,3.9698,4.1503,4.3388,4.6062
3.0000,3.9120,4.9776,5.7832,6.7384,7.5419,8.2580,9.1888
3.0000,3.0000,3.2099,3.5122,3.7848,3.7848,4.1962,4.6692
3.0000,3.3477,4.1602,4.3890,4.8099,5.4553,5.4727,6.1419
3.0000,3.7788,4.2111,4.9585,5.5653,6.1076,6.9387,7.8525
3.0000,3.9409,4.8860,5.8387,6.9661,7.8243,9.0808,10.1931
3.0000,3.2498,3.4797,3.8025,3.9938,4.2049,4.3087,4.4001
3.0000,4.2743,5.5404,6.3220,7.0036,8.1398,9.5435,10.6341
3.0000,3.2746,3.8015,4.0796,4.4345,5.3503,6.3099,7.1290
3.0000,3.6250,4.0555,4.5449,5.0867,6.1897,6.7995,7.1987
3.0000,3.0592,3.3147,3.4489,3.5059,3.7643,3.9658,4.0006
3.0000,3.1460,3.5225,3.6189,3.6189,3.7228,3.8770,3.8770
3.0000,3.0169,3.2901,3.6285,4.1300,4.4892,4.6100,4.8737
3.0000,3.8496,5.2631,6.4308,7.0988,8.0525,9.0128,9.9109
3.0000,3.9291,4.7009,4.7303,5.0963,6.0487,6.3024,7.2478
3.0000,3.9807,5.4287,6.1855,6.8043,7.5785,8.1188,8.7032
3.0000,3.1973,3.3496,3.5890,3.5955,3.6124,3.9569,4.4016
3.0000,3.2638,3.3207,3.3698,3.5085,3.6861,4.0878,4.1652
3.0000,3.6145,3.6152,3.6152,3.8371,3.8371,3.8469,4.0934
3.0000,3.1726,3.6058,3.7349,3.8813,3.8813,4.1470,4.2986
3.0000,3.2339,3.3445,3.7692,4.0165,4.2259,4.2259,4.6356
3.0000,3.1041,3.1041,3.1041,3.1041,3.5737,3.8817,3.9423
3.0000,3.2991,3.7968,3.8562,3.9545,4.2826,4.6040,4.6590
3.0000,3.0153,3.1177,3.1177,3.2319,3.3725,3.4612,3.7199
3.0000,3.4063,3.7330,4.0505,4.3268,4.5063,4.7256,4.7892
3.0000,3.0533,3.0533,3.2414,3.4600,3.4600,3.6639,3.7188
3.0000,3.1114,3.3709,3.5920,3.5920,3.7057,3.9237,4.1118
3.0000,3.3998,3.9106,4.1337,4.3875,4.8473,5.1203,5.3751
3.0000,3.2207,3.3567,3.5945,3.5945,4.0130,4.0130,4.0980
3.0000,4.2091,5.1791,5.9967,7.0644,7.9044,8.8513,9.9695
3.0000,4.3013,5.0214,6.0213,7.1087,7.7733,7.9542,9.2156
3.0000,3.4758,3.7073,3.9430,4.1189,4.1783,4.3481,4.5523
3.0000,3.2359,3.7010,4.0915,4.2487,4.5471,4.8278,5.2532
3.0000,3.6416,3.8583,4.3584,4.8936,5.9352,6.7220,7.2330
3.0000,4.0688,5.1745,6.1069,7.0703,7.9216,8.7292,9.8508
3.0000,3.1286,3.4478,3.6502,3.7535,3.8926,4.0004,4.2412
3.0000,3.2820,3.7696,3.9255,4.2135,4.2175,4.3087,4.5262
3.0000,3.7483,4.5676,5.3761,5.7809,6.2243,6.7355,7.4300
3.0000,3.1465,3.2792,3.5588,3.7210,3.7210,4.0318,4.1885
3.0000,4.0444,5.0037,5.8456,6.7198,8.2338,9.2074,10.3989
3.0000,3.0000,3.2860,3.3905,3.5805,3.5805,3.8715,4.2519
3.0000,3.9753,5.0492,6.2377,7.3817,8.6008,9.6574,10.9185
3.0000,3.5567,3.9929,5.0464,5.9621,7.1198,7.1514,7.6985
3.0000,3.1641,3.2519,3.5749,3.5749,3.8627,4.0506,4.6315
3.0000,3.2030,3.6955,4.0213,4.5082,4.8308,5.2191,5.7379
3.0000,3.1994,3.5105,3.6710,3.7772,3.8948,3.8948,3.9748
3.0000,3.8149,4.4292,4.6146,5.1733,5.8493,6.4237,7.1175
3.0000,4.2613,5.4809,6.6284,7.7958,9.1616,10.1238,10.9192
3.0000,3.2593,3.3580,3.5618,3.7589,3.7589,4.0330,4.3176
3.0000,3.0832,3.4203,3.7516,4.1254,4.4960,4.6770,4.8884
3.0000,3.0000,3.1870,3.3802,3.7457,3.9909,4.1980,4.4895
3.0000,3.3618,4.1257,5.0737,6.1891,6.2789,7.4505,8.3572
3.0000,4.1825,5.2154,5.9928,6.9169,8.2655,9.1622,10.0537
3.0000,3.9385,4.7230,5.7992,6.8305,8.0456,8.8919,10.0225
3.0000,3.2435,3.3889,3.7882,3.8395,3.8971,4.1187,4.4676
3.0000,3.8552,4.5372,5.5404,6.4060,7.4681,8.4081,9.5376
3.0000,3.1390,3.4120,3.4716,3.7561,4.0071,4.1080,4.4337
3.0000,3.0287,3.3410,3.6379,3.6811,3.6811,3.7820,3.8971
3.0000,3.6313,4.3145,5.2877,5.9924,6.4250,7.4315,8.1226
3.0000,4.0988,5.5772,6.6051,7.6380,8.7741,9.9079,10.7334
3.0000,3.0213,3.1363,3.3322,3.3426,3.4812,3.6229,3.7925
3.0000,3.9016,4.0689,4.5850,4.7961,5.9355,5.9355,6.6627
3.0000,3.8504,5.0081,6.2751,7.1518,7.9814,8.7690,9.8322
3.0000,3.1907,3.5414,3.5414,3.7065,3.8434,4.1421,4.3989
3.0000,3.2816,3.6109,3.7717,3.7717,3.8582,4.1746,4.5193
3.0000,3.3175,3.6688,3.8345,4.3010,4.3831,4.3831,4.7402
3.0000,3.0714,3.3290,3.4413,3.7371,3.9167,3.9167,4.4344
3.0000,3.0275,3.4720,3.6696,3.9657,4.3174,4.7629,5.0053
3.0000,3.0000,3.4760,3.6906,3.9614,4.0721,4.3691,4.4227
3.0000,3.0000,3.3259,3.4875,3.6601,4.0169,4.4668,4.9242
3.0000,3.1937,3.1937,3.3078,3.7689,3.9984,4.1376,4.2388
3.0000,3.1760,3.2861,3.4524,3.4967,3.6039,3.6672,3.8042
3.0000,3.2467,3.3597,3.4390,3.4390,3.5003,3.6525,3.8481
3.0000,3.7073,4.1817,4.8212,5.7636,6.4700,6.9140,7.5219
3.0000,3.3120,3.4743,3.5488,3.7033,3.8000,3.9341,4.1999
3.0000,3.8123,4.9289,6.1046,7.3812,8.5249,9.5059,10.0590
3.0000,3.4712,4.2282,5.0036,5.2509,5.3961,6.2906,7.0727
3.0000,3.6874,4.6292,5.5526,6.6210,7.2511,8.3408,9.4642
3.0000,4.1261,5.2401,6.4984,7.1613,8.3780,9.7346,10.8600
3.0000,3.2787,3.5562,3.8756,3.9947,4.1543,4.4183,4.5592
3.0000,4.1061,5.1375,5.7303,6.9340,8.3229,9.1639,10.2789
3.0000,3.6911,4.5466,4.7698,5.2774,5.8571,6.0435,6.6107
3.0000,3.1156,3.2139,3.5744,3.5744,3.9167,4.0896,4.2897
3.0000,3.1796,3.3321,3.5362,3.5362,3.7914,3.7914,3.8171
3.0000,3.1045,3.2998,3.6562,3.6960,3.9047,4.3912,4.6008
3.0000,3.2851,3.5971,3.9833,4.1652,4.4349,4.6081,4.7936
3.0000,3.3215,3.4335,3.4714,3.5685,3.9740,4.1593,4.5434
3.0000,3.5845,3.8760,3.8760,4.0738,4.0768,4.1765,4.4319
3.0000,3.2610,3.2995,3.7667,3.9578,4.2159,4.3245,4.5819
3.0000,3.9955,5.1841,6.2756,7.1475,8.3287,9.0324,9.8516
3.0000,3.1846,3.4273,3.8193,4.0661,4.2276,4.3121,4.5839
3.0000,3.2298,3.5679,3.7461,4.0740,4.3300,4.5544,4.7187
3.0000,3.4154,3.5092,3.8175,4.0294,4.2780,4.3448,4.5845
3.0000,3.4259,3.8254,4.1317,4.4759,4.6213,4.6213,4.6213
3.0000,3.0915,3.3560,3.6676,3.7534,4.1489,4.6739,4.9499
3.0000,4.6185,5.5470,6.8017,8.0494,9.0045,9.9262,10.9482
3.0000,3.8632,4.3271,5.1150,5.7851,6.4436,7.3622,8.5529
3.0000,3.2563,3.7409,3.9613,4.1672,4.2225,4.5591,4.7414
3.0000,3.7283,4.9025,5.4024,6.1808,7.2955,8.0440,9.0897
3.0000,3.2098,3.4933,3.4933,3.8150,3.9040,4.0520,4.4381
3.0000,3.4375,3.6286,3.7519,3.9876,4.2131,4.3683,4.4181
3.0000,3.3083,3.8299,4.2187,4.4561,5.3926,6.5130,6.8107
3.0000,4.2232,5.0796,6.1489,7.0776,8.3417,9.0765,9.9469
3.0000,3.9083,5.0103,5.1896,5.4045,6.0567,6.8183,7.9955
3.0000,3.2374,3.6699,4.0229,4.2043,4.5384,4.8122,5.0546
3.0000,4.1063,4.4724,5.3934,5.5403,6.1131,6.2508,7.1196
3.0000,3.3879,3.7439,3.9775,4.0150,4.0625,4.2265,4.8019
3.0000,3.5239,4.7986,5.5485,6.3502,6.8052,7.2636,8.2545
3.0000,3.3142,4.0241,4.5311,5.0754,5.4727,5.9233,6.6357
3.0000,3.0000,3.2091,3.3820,3.3820,3.6586,4.1000,4.1000
3.0000,3.9183,5.0873,6.0504,7.2081,8.3285,9.4786,10.1986
3.0000,4.4679,5.3752,6.2412,6.4267,7.2073,7.7808,8.9695
3.0000,3.7924,4.6463,5.4620,5.6587,5.8360,7.2590,8.0155
3.0000,3.1652,3.4983,3.7821,3.7925,3.9616,4.2834,4.5753
3.0000,3.2439,3.4104,3.7828,3.9775,4.2743,4.5190,4.6881
3.0000,3.4535,3.8790,4.1224,4.2173,4.3739,4.6092,4.8380
3.0000,3.2285,3.2285,3.2982,3.5464,3.8494,4.0389,4.2974
3.0000,3.4717,3.6665,4.0236,4.0940,4.5335,4.7240,4.7584
3.0000,3.2946,3.3411,3.7198,3.8902,3.9885,4.1916,4.2275
3.0000,3.0460,3.0460,3.2801,3.4692,3.5759,3.6683,4.0386
3.0000,3.2738,3.6743,3.6743,4.1047,4.3858,4.7194,4.8406
3.0000,3.2600,3.6338,3.7231,3.8867,3.9836,4.1040,4.3254
3.0000,3.3151,3.5557,3.6194,3.8615,4.1210,4.2779,4.5269
3.0000,3.2901,3.2901,3.6551,3.9536,4.2675,4.4002,4.7786
3.0000,3.3677,3.7378,3.8746,4.1632,4.2572,4.2677,4.5343
3.0000,3.2962,3.4877,3.6618,3.7793,3.8316,4.2820,4.5476
3.0000,3.3747,3.3747,3.5734,3.9482,4.1218,4.4383,4.7610
3.0000,3.2476,3.6622,3.9875,4.2624,4.4500,4.5268,4.5679
3.0000,3.5861,3.5897,3.6862,3.7177,3.9167,3.9167,4.1297
3.0000,3.9453,4.8551,5.8426,6.5304,7.8175,8.8713,9.4132
3.0000,4.1203,4.5118,5.0882,5.9615,6.8424,8.0629,8.7864
3.0000,3.4174,3.4174,3.4200,3.8693,4.0326,4.3212,4.6155
3.0000,3.2347,4.3707,5.3121,5.8951,6.2278,7.3101,7.8829
3.0000,3.1396,3.2100,3.3813,3.3813,3.7106,4.0562,4.1970
3.0000,3.8446,4.5870,5.6238,6.6723,7.8439,8.8599,9.7853
3.0000,4.4013,5.6128,6.8876,7.8079,8.6715,9.8232,10.5166
3.0000,4.3030,5.4096,6.6523,7.3759,8.3376,9.3790,10.4581
3.0000,3.1576,3.7132,4.0511,4.4129,4.7494,4.8400,4.8400
3.0000,3.0855,3.4125,3.4125,3.5134,3.6033,3.6033,3.7819
3.0000,3.2348,3.5539,3.5539,3.7931,3.9111,4.3109,4.5487
3.0000,3.0652,3.4459,3.5263,3.8450,3.9005,4.0301,4.2459
3.0000,3.9280,4.7222,4.9654,5.8525,6.2228,7.0506,8.2000
3.0000,3.2850,3.5466,3.6178,3.8979,4.1869,4.2164,4.2295
3.0000,3.2937,3.2937,3.3226,3.3446,3.5746,3.6235,3.9167
3.0000,3.2837,3.4740,3.6704,4.0278,4.2916,4.4968,4.9663
3.0000,3.8944,4.9370,5.7796,6.8000,7.5060,8.2124,9.2955
3.0000,3.0614,3.4438,3.7330,3.7438,3.8561,3.8561,4.2074
3.0000,3.2825,3.7145,3.8353,3.8557,4.1599,4.1793,4.5577
3.0000,3.0000,3.1071,3.2640,3.5584,3.7410,3.8641,3.9045
3.0000,3.2380,3.2380,3.3373,3.5029,3.8823,4.0696,4.4028
3.0000,3.2427,3.3261,3.5337,3.7737,4.1157,4.4345,4.4385
3.0000,3.2369,3.3700,3.3700,3.3700,3.3700,3.4884,3.7200
3.0000,3.3691,3.4417,3.8836,4.0921,4.4176,4.8635,5.2268
3.0000,3.0844,3.4215,3.4215,3.6964,3.8510,4.2761,4.4702
3.0000,3.8982,4.6312,5.5011,6.4174,7.2874,8.1859,9.3784
3.0000,3.0716,3.3021,3.3021,3.5481,3.8938,3.9280,4.3043
3.0000,3.0728,3.1728,3.1728,3.3719,3.6397,3.9415,3.9415
3.0000,4.0182,5.1616,6.1371,6.8534,7.7269,8.8181,9.7548
3.0000,3.4265,4.6495,5.6355,6.6628,7.7279,8.6110,9.9189
3.0000,3.0000,3.4383,3.6069,3.8606,3.9268,4.1608,4.6082
3.0000,3.0629,3.2557,3.6091,3.8028,3.9564,4.1700,4.4336
3.0000,3.2899,3.5678,4.0676,4.4863,4.6165,4.9146,5.1456
3.0000,3.2657,3.3521,3.6031,3.7126,4.0809,4.3312,4.4979
3.0000,3.3957,3.4002,3.8297,3.8297,4.1268,4.4673,4.6264
3.0000,4.1703,5.4939,6.5567,7.7817,8.5499,9.6095,10.6516
3.0000,3.2745,3.4186,3.6909,3.8148,4.1619,4.4718,4.5879
3.0000,3.6731,4.7999,5.3836,6.1628,6.4113,7.2935,8.3876
3.0000,3.2136,3.5761,3.8477,3.9933,3.9933,3.9933,4.5456
3.0000,3.2262,3.2612,3.2612,3.6130,3.7642,3.7747,3.7747
3.0000,3.0965,3.3340,3.6437,3.9332,3.9332,4.4019,4.4484
3.0000,3.2356,3.4775,3.7081,3.9089,4.1135,4.3713,4.5746
3.0000,3.8714,4.6353,5.5571,6.7158,8.0933,9.1692,10.1742
3.0000,3.3779,3.8056,4.2112,4.2147,4.2526,4.3341,4.4373
3.0000,3.2143,3.5283,3.7316,3.8207,4.2638,4.6630,4.7971
3.0000,3.1758,3.5366,3.9656,4.1271,4.4306,4.4306,4.6961
3.0000,3.0000,3.2791,3.5986,3.6833,3.8761,4.1366,4.5085
3.0000,3.3059,3.3709,3.7236,3.7348,3.7847,3.9840,4.2780
3.0000,3.1129,3.1441,3.5932,3.7762,3.9759,4.3369,4.7375
3.0000,3.1930,3.1930,3.3338,3.4922,3.9779,4.2126,4.4135
3.0000,3.2805,3.3605,3.4710,3.5655,3.9565,4.1983,4.1983
3.0000,3.2332,3.2430,3.3646,3.6767,3.8607,4.1947,4.4740
3.0000,3.1903,3.5442,3.6371,3.7648,4.0935,4.2645,4.5190
3.0000,3.4083,3.5492,3.5492,3.7344,3.9511,4.0319,4.2362
3.0000,3.4781,4.4725,5.2538,5.9712,6.1708,6.8930,7.8935
3.0000,3.0720,3.2837,3.5558,3.7327,3.9159,3.9159,4.2360
3.0000,3.5633,3.6744,4.0944,4.8143,5.6112,5.7879,6.5957
3.0000,3.2775,3.5673,3.8986,4.1892,4.7344,4.7344,4.8327
3.0000,3.0375,3.4210,3.6772,3.7566,3.9683,4.1230,4.3709
3.0000,3.0840,3.2179,3.3652,3.6138,3.8020,3.8632,3.8633
3.0000,3.3330,3.3843,3.6138,4.0416,4.0416,4.1755,4.2855
3.0000,3.1597,3.4325,3.6226,3.7942,4.0822,4.3964,4.3964
3.0000,3.1038,3.3378,3.3378,3.3378,3.4948,3.5728,3.5728
3.0000,3.2242,3.6503,3.9965,3.9965,4.1264,4.1264,4.4289
3.0000,3.4199,3.4199,3.6374,4.1862,4.2755,4.7341,4.8601
3.0000,3.0000,3.1171,3.1830,3.2529,3.6420,4.0862,4.3171
3.0000,3.1584,3.3169,3.3169,3.3169,3.7758,4.0540,4.1015
3.0000,3.1517,3.4065,3.7086,4.0273,4.4439,4.4675,4.7325
3.0000,3.4048,3.7327,3.8672,4.0474,4.2635,4.7425,4.7569
3.0000,3.2164,3.3296,3.5528,3.6339,3.8502,3.9744,4.1637
3.0000,3.0290,3.4871,3.5439,3.8232,3.8232,3.9941,4.3066
3.0000,3.8280,4.6925,5.5474,6.4050,6.4449,6.8776,7.2873
3.0000,3.2836,3.5536,3.8395,3.8942,4.0483,4.4352,4.7835
3.0000,3.0000,3.1889,3.4955,3.8144,4.2366,4.6115,4.9184
3.0000,3.9800,4.9329,5.6342,6.6777,7.7981,8.4507,9.3374
3.0000,3.2880,3.5185,3.8271,4.1859,4.4863,4.8105,5.1469
3.0000,3.1250,3.4056,3.4989,3.7158,3.8213,4.1409,4.1409
3.0000,3.0999,3.2855,3.2855,3.6810,4.0019,4.1687,4.3223
3.0000,3.0569,3.3196,3.5116,3.8323,4.0173,4.3979,4.7469
3.0000,3.3795,4.3808,4.9043,5.5954,6.7274,7.2952,8.0247
3.0000,3.2351,3.2941,3.6995,3.7266,3.8044,4.2911,4.2911
3.0000,3.2820,3.7021,4.2236,5.1457,5.2140,6.0916,6.8167
3.0000,4.0609,5.0408,5.8919,6.6810,7.5937,8.5482,9.4921
3.0000,3.3261,3.5148,3.9127,4.0704,4.0704,4.3329,4.7345
3.0000,3.0000,3.4561,3.9039,4.2468,4.4636,4.6273,5.0504
3.0000,3.8899,4.4845,5.3267,6.4217,6.8970,7.1987,8.0043
3.0000,3.8971,5.0650,6.0860,6.9969,7.6079,8.6175,9.5178
3.0000,3.2368,3.6008,4.1165,4.4999,4.6086,4.7070,4.8654
3.0000,3.3178,3.4515,3.6007,3.8384,4.1276,4.4932,4.4932
3.0000,3.3061,3.6392,4.0646,4.2820,4.5142,4.5471,4.8173
3.0000,3.3925,4.1465,4.8952,5.4322,6.5251,6.9649,7.5654
3.0000,3.1481,3.2609,3.4415,3.7569,3.9370,4.0312,4.1574
3.0000,3.2358,3.4633,3.5418,3.6435,3.7042,3.7836,3.8583
