Cls,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8
2,3.0000,3.3090,4.6506,5.9809,7.1714,8.1938,9.1454,10.4429
2,3.0000,3.9774,4.8823,5.6001,6.6654,7.8182,8.9463,9.9725
2,3.0000,3.8734,4.8124,5.9244,6.9354,7.7396,9.0168,9.9805
2,3.0000,3.8502,4.8227,5.8919,7.2816,7.9405,9.2058,10.4263
2,3.0000,4.0234,5.0803,6.0338,7.0691,8.0487,8.8768,10.1590
2,3.0000,3.6605,4.8935,6.0116,6.5624,7.5208,8.5999,9.6111
2,3.0000,4.1333,5.6249,6.4465,7.0916,7.9493,8.7377,9.4137
2,3.0000,4.0229,4.8355,5.6157,6.4027,7.2455,8.4622,9.4609
2,3.0000,4.1773,5.1141,6.1800,6.9469,8.0603,8.8830,9.8098
2,3.0000,4.2746,5.3571,6.1101,7.0106,8.0825,9.0978,10.2923
2,3.0000,3.7934,4.9940,6.2924,7.3154,8.1392,9.4016,10.4126
2,3.0000,4.2394,5.0763,6.2962,7.2049,8.0203,9.0563,9.9928
2,3.0000,3.4729,4.2753,5.6413,6.8174,7.8115,8.9121,9.9113
2,3.0000,3.7413,4.4983,5.7864,7.0299,8.1614,9.4970,10.6627
2,3.0000,4.2729,5.2938,6.1951,7.2388,8.5867,9.4154,10.5372
2,3.0000,3.9333,4.6012,5.5568,6.8456,7.7810,9.0031,9.9259
2,3.0000,4.1994,5.1822,6.0165,6.9626,7.9869,8.8895,9.7470
2,3.0000,4.0469,5.0445,6.2656,7.2856,8.2124,9.4077,10.3735
2,3.0000,4.2065,5.0703,6.3062,7.3882,8.1548,9.1942,10.3382
2,3.0000,3.9559,5.3960,6.7014,7.7074,8.7580,9.7929,10.9201
2,3.0000,3.9657,5.0858,6.3848,7.3460,8.3803,9.3760,10.5111
2,3.0000,3.8227,4.8365,5.9050,6.8545,8.1898,9.4748,10.4166
2,3.0000,4.1319,4.9005,5.6963,6.9491,8.1025,9.0513,9.7542
2,3.0000,4.1230,4.9253,5.8437,7.1184,8.3068,9.4175,10.5994
2,3.0000,3.8316,4.6235,5.8957,6.8417,7.7221,8.7122,9.5469
2,3.0000,4.0465,5.2260,6.2259,7.5030,8.5227,9.4310,10.0933
2,3.0000,3.9661,5.0877,5.6970,6.7105,7.6190,8.9034,10.0015
2,3.0000,4.3089,5.0945,5.9217,6.6383,7.7602,8.7803,9.7589
2,3.0000,3.8213,4.7521,5.7119,6.6349,7.6886,8.6334,9.4124
2,3.0000,4.0494,5.0638,6.0414,6.8882,7.9514,9.1368,10.2730
2,3.0000,4.1364,5.2093,6.1872,7.4033,8.4451,8.8518,9.7824
2,3.0000,3.9122,5.0003,5.9921,7.3582,8.3660,9.7007,10.8926
2,3.0000,3.8582,4.8070,5.8961,6.7810,7.7151,8.7742,9.6588
2,3.0000,3.8026,4.7560,6.1292,7.0188,7.8993,8.8591,9.9154
2,3.0000,3.8457,4.4302,5.5040,6.6212,7.1573,8.2899,9.2667
2,3.0000,3.9644,5.0436,5.7307,6.7200,7.6510,8.5284,9.3156
2,3.0000,3.8185,4.7406,5.5998,6.4553,7.7306,8.5260,9.6358
2,3.0000,3.9781,4.7283,5.5551,6.7565,7.2805,8.1884,9.2198
2,3.0000,4.2278,4.9030,5.9934,7.0157,7.7151,8.9008,9.8388
2,3.0000,4.1618,5.1048,6.3059,7.0849,8.2359,9.1429,10.3394
2,3.0000,3.8784,4.8163,5.6405,6.3263,7.2898,8.3325,9.6680
2,3.0000,4.0996,5.2394,6.2817,7.0999,8.3471,9.5207,10.5622
2,3.0000,3.7353,4.8815,5.7953,6.9983,8.2612,9.6064,10.7004
2,3.0000,3.7313,4.8460,5.7187,6.7053,7.2815,8.4029,9.6434
2,3.0000,4.2455,5.4850,6.4225,7.0999,8.1573,8.7712,9.6653
2,3.0000,3.9552,4.7853,5.7093,6.7747,7.7622,9.0500,9.9886
2,3.0000,4.0478,4.9110,5.8245,7.1152,8.2552,9.1510,10.1839
2,3.0000,4.1074,4.9474,5.8280,6.6873,7.9419,8.9978,9.6160
2,3.0000,3.8028,4.5209,5.2464,6.5263,7.4156,8.5328,9.2361
2,3.0000,4.3158,5.0417,6.4126,7.6480,8.9028,10.2055,11.0910
2,3.0000,3.8028,4.8505,5.9493,6.9144,8.0257,8.9266,9.8864
2,3.0000,4.3971,5.4309,6.3870,7.3672,8.3468,9.6285,10.4124
2,3.0000,4.0752,5.1904,6.2670,7.1216,8.2370,9.1916,10.3111
2,3.0000,4.0167,5.0750,6.2013,7.2166,8.3546,9.4413,10.8853
2,3.0000,3.5970,4.5434,5.4607,7.0379,8.0832,8.8605,10.0501
2,3.0000,4.2211,5.1462,5.8744,6.8276,7.9752,8.9452,9.8039
2,3.0000,3.9400,4.7914,5.8858,7.1389,7.8944,9.0782,10.1231
2,3.0000,4.4114,5.6170,6.6561,7.8252,8.6379,9.6500,10.7119
2,3.0000,4.1494,5.0937,6.1017,7.3797,8.3711,9.3599,10.2902
2,3.0000,4.0870,5.3315,6.5343,7.7031,8.7172,9.1034,9.8431
2,3.0000,3.8635,4.9089,5.9468,6.8452,7.9783,8.8661,9.8683
2,3.0000,3.7943,4.6139,5.4856,6.5555,7.2931,8.2990,9.5011
2,3.0000,3.9757,4.9435,5.9850,7.1191,7.9099,8.7836,9.8707
2,3.0000,3.8597,4.7179,5.6811,7.1223,8.3438,9.3818,10.4794
2,3.0000,4.1651,5.2085,5.9139,6.9062,7.8977,8.8710,9.8129
2,3.0000,4.0141,4.9517,6.1720,7.0073,8.2758,8.9927,9.8817
2,3.0000,4.0138,5.0086,6.0670,7.0716,7.6949,8.7993,10.0264
2,3.0000,3.9660,4.7859,5.4012,6.2404,7.3527,8.3579,9.9551
2,3.0000,3.8955,5.2146,6.0481,7.0216,7.7962,8.9678,10.1129
2,3.0000,3.9861,4.9155,5.6608,6.6301,7.8188,8.9852,10.2714
2,3.0000,3.9011,5.0968,6.0909,7.2652,8.3061,9.2888,10.6136
2,3.0000,3.9217,4.7772,5.7269,6.5505,7.6372,7.9699,9.0131
2,3.0000,4.1560,5.3284,6.3485,7.5267,8.3605,9.2099,10.0129
2,3.0000,3.6778,4.6274,5.6595,6.4207,6.9571,7.9287,9.1934
2,3.0000,4.3107,5.0819,6.1657,7.1443,8.0163,8.8900,9.8988
2,3.0000,3.7799,4.5505,5.5360,6.7967,7.9100,8.6968,9.6082
2,3.0000,3.8792,4.9741,6.0692,6.8549,7.7067,8.6670,9.7750
2,3.0000,3.9286,4.9015,6.1237,6.9735,8.0150,9.1283,10.2403
2,3.0000,4.0486,5.1734,6.1766,7.0948,7.9298,8.8085,9.6631
2,3.0000,4.1097,5.4242,6.3698,7.5532,8.6054,9.4174,10.5834
2,3.0000,3.9717,5.1068,6.1985,7.3051,8.1172,9.2604,10.1954
2,3.0000,4.0928,5.2993,6.5279,7.3134,8.1599,9.4582,10.2825
2,3.0000,3.6762,4.8925,5.6531,6.7144,7.6133,8.9309,10.0423
2,3.0000,4.0212,4.9262,5.9551,6.9373,7.8564,8.4881,9.4110
2,3.0000,3.8502,4.5311,5.6253,6.8094,7.6464,8.6635,9.2876
2,3.0000,4.2684,5.1972,6.1520,7.1028,7.6103,8.8188,9.4358
2,3.0000,4.0397,5.1107,6.0805,6.6681,7.6036,8.6432,9.8444
2,3.0000,4.3206,5.2140,6.0781,7.4211,8.5661,9.1530,10.4656
2,3.0000,4.1826,5.0299,5.8647,6.7344,7.6998,8.6452,9.4774
2,3.0000,4.1958,5.2694,6.1691,7.1957,8.3697,9.1078,10.2582
2,3.0000,4.1352,4.7767,6.1292,7.1191,8.4804,9.5215,10.3121
2,3.0000,3.7903,4.8418,5.7596,6.3032,7.3599,7.9972,8.5150
2,3.0000,4.0739,5.1151,6.1407,7.2206,7.9056,8.8990,9.9762
2,3.0000,3.8142,4.9608,5.5838,6.3720,7.2433,8.0320,8.8970
2,3.0000,4.1685,5.3295,6.3714,7.2399,8.4936,9.2464,10.6977
2,3.0000,3.7782,4.7474,5.6333,6.4821,7.4820,8.7419,9.5960
2,3.0000,4.1464,5.2433,5.9826,6.8497,7.7042,8.5792,9.2214
2,3.0000,4.1757,5.1235,5.8436,6.7315,7.8550,8.9042,9.8348
2,3.0000,4.4329,5.5406,6.5858,7.8184,8.5310,9.4658,10.3382
2,3.0000,4.1448,5.1846,6.1898,7.1818,8.1759,9.1548,10.4278
2,3.0000,4.2050,5.1989,6.0793,6.9830,7.7954,8.7910,9.7911
2,3.0000,3.8552,4.8638,5.7640,6.7302,7.6250,8.5149,9.6036
2,3.0000,3.7607,4.7520,5.8482,6.7230,7.7774,8.4642,9.4470
2,3.0000,4.0476,4.7562,6.0254,7.3424,8.2590,9.1265,10.0648
2,3.0000,3.9031,4.6361,5.3386,6.3748,7.2554,8.0085,8.8399
2,3.0000,3.9295,5.0693,5.9478,7.2257,8.2000,8.9560,9.6456
2,3.0000,3.9593,4.9683,5.8330,7.0560,7.9650,9.2149,10.0777
2,3.0000,4.2563,4.7194,5.6248,7.0192,7.7673,8.8131,9.6866
2,3.0000,4.2761,4.9341,5.7115,6.9020,7.7161,8.5867,9.4664
2,3.0000,3.8513,4.8581,6.0650,7.0987,7.9570,8.9258,9.9683
2,3.0000,3.9284,4.6650,5.4968,6.2817,7.4814,8.7404,9.8330
2,3.0000,4.0174,5.1162,6.4096,7.2373,8.0777,9.0588,9.9657
2,3.0000,3.5799,4.6518,5.5195,6.7893,7.9010,9.0322,10.1039
2,3.0000,3.9266,4.9808,6.2771,7.4901,8.5575,9.7097,10.6289
2,3.0000,4.0323,4.8888,6.1960,7.1011,8.0082,8.8346,9.6231
2,3.0000,4.1688,4.9011,5.7792,7.0819,8.0886,9.0167,9.6218
2,3.0000,4.2276,5.4834,6.3856,7.5556,8.4251,9.3006,10.2362
2,3.0000,4.1470,5.1273,5.7891,6.9711,7.7586,8.7016,10.0388
2,3.0000,4.1133,5.1500,5.9998,7.0220,8.2422,9.0607,10.1702
2,3.0000,3.8535,4.8518,5.7045,6.4925,7.5094,8.7050,9.3447
2,3.0000,4.0045,4.9218,5.9738,6.9858,8.1229,8.6962,9.3190
2,3.0000,3.8891,4.6666,5.4092,6.5901,7.2287,8.3077,9.2191
2,3.0000,4.3380,5.6867,6.8104,8.1794,9.2762,10.3923,11.3699
2,3.0000,4.0042,4.8076,5.8957,6.9836,8.1545,9.3479,10.4133
2,3.0000,4.0681,5.2835,6.2706,7.1977,8.3324,9.3649,10.6590
2,3.0000,3.6794,4.7134,5.7003,6.5593,7.2849,8.3073,9.4619
2,3.0000,3.7656,4.3038,5.3810,6.1391,6.9893,8.4058,9.3344
2,3.0000,4.2903,5.0450,6.0076,6.7220,7.9550,9.2540,10.1183
2,3.0000,3.6581,4.6740,5.1864,6.3292,7.6011,8.5803,9.4072
2,3.0000,4.4202,5.1588,5.9494,7.0950,8.1968,9.4479,10.7910
2,3.0000,4.1613,5.0911,6.0578,6.7156,7.6867,8.7363,9.8273
2,3.0000,3.7375,4.6170,5.6857,6.6112,7.6658,8.7448,9.6879
2,3.0000,3.7865,4.2821,5.1330,5.7117,6.9139,7.9238,8.7987
2,3.0000,3.7502,4.9145,5.4764,6.4027,7.3291,8.2665,9.2231
2,3.0000,3.8923,4.9759,5.7854,6.8965,8.2921,8.8084,9.9803
2,3.0000,4.0360,5.1011,5.8969,6.7013,7.6552,8.7206,9.6965
2,3.0000,4.2267,5.4632,6.5825,7.4994,8.1382,9.0688,10.1304
2,3.0000,4.0270,5.2834,5.9287,6.8930,7.8163,8.6977,9.4782
2,3.0000,3.7357,4.4370,5.6242,6.2180,7.3770,8.3871,9.5236
2,3.0000,4.2141,5.3169,6.2189,7.5080,8.4783,9.3600,10.1742
2,3.0000,3.7351,5.1394,6.1850,7.1266,7.9093,9.3381,10.2494
2,3.0000,4.0227,4.7039,5.4437,6.5260,7.5232,8.5215,9.6578
2,3.0000,4.1321,5.0163,6.1896,7.0148,8.0209,9.1026,10.1346
2,3.0000,3.7582,4.8361,5.7988,6.6757,7.7863,9.1363,10.1260
2,3.0000,4.2330,5.5061,6.7023,7.9131,8.8731,9.6434,10.7055
2,3.0000,4.0490,5.2677,6.6886,7.9332,8.8115,9.6760,10.6205
2,3.0000,3.9274,4.7739,5.9287,7.0022,7.7049,8.8351,9.9441
2,3.0000,3.9736,4.5722,5.8190,6.6284,7.7127,8.7503,9.6835
2,3.0000,3.5673,4.5081,5.5880,6.3589,7.4700,8.3002,9.1332
2,3.0000,3.8995,4.5800,5.5887,6.7023,7.8486,8.4311,9.2677
2,3.0000,3.6940,4.6948,5.9328,6.6851,7.5973,8.6369,10.0590
2,3.0000,4.1726,5.3376,6.6801,7.6304,8.6433,9.5859,11.0641
2,3.0000,3.7716,4.9213,6.0506,6.8415,7.4971,8.3650,9.2517
2,3.0000,4.1955,5.1331,6.1172,7.1008,7.9579,8.9162,9.8369
2,3.0000,3.8404,4.9779,5.8421,6.4593,7.3577,8.3926,9.2979
2,3.0000,3.8298,4.6180,5.9608,7.0680,7.9045,8.7443,9.7067
2,3.0000,4.0081,4.9115,5.8675,6.7449,7.8825,9.1009,9.9852
2,3.0000,3.8583,4.7424,6.0466,6.9596,8.0778,8.9235,9.8331
2,3.0000,3.9079,4.7634,5.9380,6.7754,7.9409,9.0963,10.0685
2,3.0000,4.0021,4.7957,5.8600,7.1607,7.8187,8.5479,9.6936
2,3.0000,3.6919,4.9524,6.0628,6.6344,7.3168,8.5411,9.7480
2,3.0000,4.0560,5.0283,6.0677,7.1064,8.1398,9.2036,10.3700
2,3.0000,3.7479,4.4843,5.2191,6.1969,7.0516,7.8800,8.9995
2,3.0000,3.8932,4.7138,5.3686,6.5666,7.6474,8.5081,9.1268
2,3.0000,3.9590,5.1019,6.0655,7.0454,7.9487,9.0079,10.3093
2,3.0000,4.1482,4.9927,6.4348,7.3298,8.3298,9.0855,10.1623
2,3.0000,4.0219,4.9062,5.9370,6.7786,7.8002,8.6992,9.6849
2,3.0000,4.2315,5.1409,5.9929,6.9905,8.1410,8.9799,10.0367
2,3.0000,4.2712,5.1221,6.2263,7.2496,8.2058,9.0702,9.9939
2,3.0000,3.5659,4.7002,5.8725,6.7111,7.6556,8.6515,9.5003
2,3.0000,4.1114,5.1846,5.8545,6.7580,8.0637,9.1305,10.0070
2,3.0000,3.6427,4.6071,5.6323,6.6837,7.5670,8.9129,9.8309
2,3.0000,4.0841,5.2389,6.0438,6.7282,7.9339,9.1262,10.0534
2,3.0000,3.6471,4.6937,5.6618,7.0329,8.1122,8.8868,10.0556
2,3.0000,4.0559,5.1142,5.8845,7.1435,7.8434,8.9810,9.7568
2,3.0000,4.1941,5.2984,6.5452,7.5152,8.6675,9.7149,10.5859
2,3.0000,3.9349,4.8499,5.6994,6.7016,7.5367,8.8112,9.8128
2,3.0000,3.7913,4.8690,6.0805,6.9755,8.0370,8.9525,9.8560
2,3.0000,3.8727,4.7347,5.4847,6.2157,7.0392,8.1435,9.4329
2,3.0000,3.8326,4.9120,5.6556,6.9754,7.6284,9.0253,9.9509
2,3.0000,3.9242,5.0955,5.8156,6.8530,7.8801,8.7693,9.7779
2,3.0000,4.3233,5.5618,6.4634,7.1735,8.3776,9.5433,10.2408
2,3.0000,4.1473,4.9636,5.6610,6.5518,7.6109,8.7529,9.8586
2,3.0000,4.2263,4.7739,5.7486,6.7041,7.3963,8.2807,9.1336
2,3.0000,3.6363,4.4337,5.3977,6.0715,7.2656,7.9405,9.0044
2,3.0000,4.0788,5.1109,6.2429,7.4050,8.4781,9.2977,10.3811
2,3.0000,3.9689,4.9239,6.2564,7.3789,8.5870,9.7785,10.8548
2,3.0000,4.0664,5.1063,6.2700,7.2584,8.2732,9.1449,10.0001
2,3.0000,4.0852,5.2035,6.1749,7.1982,8.1076,9.1334,9.9622
2,3.0000,4.1250,5.0112,5.9916,7.2772,8.2610,9.5065,10.8237
2,3.0000,4.2553,5.5473,6.7160,8.0563,9.0475,9.8406,10.7407
2,3.0000,3.9513,4.8658,6.0620,7.4165,8.5235,9.7366,10.7386
2,3.0000,3.7299,4.9394,6.0385,6.8050,7.6936,8.7167,9.9882
2,3.0000,3.7565,4.8663,6.0356,7.0686,7.6261,8.6588,9.1932
2,3.0000,4.0513,4.9548,5.9700,6.9093,8.0222,9.0907,9.9673
2,3.0000,4.0844,5.0947,5.8181,6.7049,7.3483,8.4699,9.3550
2,3.0000,4.0001,4.9045,5.6565,6.7706,7.8942,9.0906,10.1388
2,3.0000,3.5356,4.6786,5.6299,6.4152,7.2642,8.5754,9.4889
2,3.0000,3.5385,4.6504,5.6500,6.3531,7.5171,8.6595,9.5918
2,3.0000,4.0087,5.0828,6.1505,7.2039,8.3798,9.0833,10.0446
2,3.0000,4.3278,5.1838,6.2952,7.4263,8.1509,9.0444,10.1432
2,3.0000,4.1246,4.8632,5.8034,7.1047,8.0702,9.0800,10.3138
2,3.0000,4.2731,5.4435,6.3562,7.3298,8.3514,9.7233,10.4758
2,3.0000,3.5727,4.6019,5.5982,6.6863,7.8378,8.5132,9.5898
2,3.0000,3.9001,4.9661,6.1852,7.4492,8.3320,9.3661,10.3399
2,3.0000,4.2653,5.0084,6.1042,6.9968,8.0300,9.2731,10.4117
2,3.0000,4.1493,5.0991,5.9317,6.8711,7.7333,8.6455,9.7332
2,3.0000,3.8359,4.6644,5.7502,6.7410,7.8253,8.9131,9.8443
2,3.0000,3.6457,4.4406,5.6498,6.5882,7.4935,8.3837,9.6034
2,3.0000,4.2773,4.9384,5.8851,6.6408,7.6563,8.6966,9.6899
2,3.0000,3.7581,4.8784,6.3839,7.4140,8.7629,9.6443,10.5585
2,3.0000,4.0309,5.0850,6.0390,7.1137,8.3406,9.1914,10.0772
2,3.0000,3.7701,5.0960,6.0928,7.2210,8.4232,9.7505,10.8071
2,3.0000,4.1050,5.2082,6.3675,7.2596,8.2057,9.2910,10.2123
2,3.0000,3.8897,5.1195,6.0470,6.7308,7.7163,8.5586,9.2006
2,3.0000,3.9363,4.9152,5.8426,6.6968,7.7207,8.6962,9.7788
2,3.0000,4.1545,5.1204,5.7440,6.8782,8.0036,9.0488,10.0481
2,3.0000,4.1196,4.6473,5.6774,6.6862,7.6441,8.4858,9.2630
2,3.0000,3.6750,4.5773,5.6300,6.6955,7.5912,8.4569,9.3691
2,3.0000,4.0592,5.0946,5.9961,6.8841,7.6621,8.5988,9.3144
2,3.0000,4.3703,5.3666,6.2363,7.3054,8.2665,9.3233,10.3131
2,3.0000,4.3469,5.3898,6.4327,7.4242,8.5489,9.4767,10.4428
2,3.0000,3.6287,4.7113,5.6006,6.6763,7.8534,8.9774,9.9801
2,3.0000,3.9195,4.7467,5.7084,6.4269,7.5992,8.7934,9.7145
2,3.0000,4.0558,5.4160,6.5544,7.6940,8.5141,9.7944,10.8050
2,3.0000,3.9357,4.9016,6.0512,7.0523,8.2444,9.9425,10.9293
2,3.0000,4.2668,5.4606,6.5969,7.9113,8.9813,10.2631,10.5688
2,3.0000,3.9959,5.0372,6.2294,7.2228,8.5908,9.2859,10.3600
2,3.0000,4.3421,5.3889,6.2743,7.1726,8.2413,9.1568,9.9816
2,3.0000,3.5764,4.9975,5.8759,6.6694,7.7699,8.5625,9.3708
2,3.0000,3.7925,4.9401,5.8558,6.8175,7.8002,8.6870,9.5668
2,3.0000,3.6622,4.6868,5.4778,6.4815,7.7135,8.6968,9.4769
2,3.0000,4.3565,5.4892,6.5380,7.7737,8.6507,9.6407,10.4499
2,3.0000,3.8778,4.8773,5.7548,6.7165,7.9467,8.8646,9.7870
2,3.0000,3.7369,4.8720,5.6088,6.3071,7.3704,8.4224,9.4770
2,3.0000,4.1647,5.1994,6.1470,7.2936,8.5819,9.8237,10.7004
2,3.0000,4.2164,4.8261,6.3423,7.5510,8.7780,9.6804,10.6467
2,3.0000,3.8702,4.8008,5.6309,6.8291,7.8770,8.9167,10.0185
2,3.0000,4.2171,5.2411,6.2038,7.4634,8.4810,9.4284,10.6435
2,3.0000,4.0045,4.7947,6.1747,6.8272,7.6263,8.4667,9.2205
2,3.0000,3.7042,4.7174,5.8539,6.9506,7.5942,8.8760,10.2400
2,3.0000,3.7617,4.6484,5.6429,6.3901,7.3082,8.2305,9.1901
2,3.0000,4.0776,4.9404,5.5432,6.3634,7.4412,8.3492,9.3893
2,3.0000,3.8570,4.8488,5.7999,6.9814,8.0811,9.0057,10.1286
2,3.0000,4.0620,4.9454,6.0329,7.1884,8.1658,9.7361,10.7336
2,3.0000,3.7049,4.8728,5.8216,6.7851,7.9942,9.3273,10.6705
2,3.0000,4.2147,5.1163,6.1758,6.5713,7.6622,8.6423,9.5571
2,3.0000,4.1233,4.7954,5.8876,7.0156,8.1039,8.7797,9.9911
2,3.0000,4.3772,5.4026,6.4897,7.6764,8.8545,9.9093,10.8079
2,3.0000,3.8849,4.9777,6.0738,7.4000,8.1330,8.8344,9.8552
2,3.0000,4.2116,5.0545,6.1197,6.9713,7.8868,8.7340,9.8331
2,3.0000,4.0941,5.0105,6.2244,7.4838,8.5582,9.5701,10.6900
2,3.0000,3.7970,4.8039,6.0084,7.1206,8.3364,9.0965,10.3544
2,3.0000,3.5874,4.4407,5.2109,6.2762,7.2598,8.3145,9.4150
2,3.0000,3.6391,4.6512,5.6151,6.2634,7.3656,8.6874,9.2737
2,3.0000,4.0568,4.6013,5.1196,5.8487,6.7238,7.6123,8.6065
2,3.0000,3.7762,4.7542,5.8723,6.8151,7.9076,8.9351,9.5901
2,3.0000,4.1028,5.2907,6.2367,7.0471,8.1307,9.2983,10.3236
2,3.0000,4.1087,4.9581,5.9634,7.1367,8.4156,9.3504,10.0408
2,3.0000,4.3250,5.4052,6.5620,7.7511,8.9661,9.6949,10.6646
2,3.0000,3.6179,4.7234,5.8827,6.7290,7.7195,8.8001,10.0293
2,3.0000,3.8453,4.7572,5.6869,6.7517,7.7360,8.5510,9.2845
2,3.0000,4.2948,5.4344,6.3543,7.0541,8.2904,9.2949,10.2317
2,3.0000,4.0601,4.6981,5.7056,6.7386,7.5682,8.4476,9.1542
2,3.0000,3.8053,5.1021,6.3253,7.1604,8.5210,9.5857,10.5985
2,3.0000,3.8411,4.8199,5.5518,6.4818,7.2403,8.2345,9.2172
2,3.0000,4.0848,5.0219,5.6401,6.7233,7.8078,8.8841,9.8593
2,3.0000,4.0569,4.9015,5.9117,6.9650,8.1543,9.3127,10.0513
2,3.0000,3.6410,4.6050,5.3916,6.2758,7.1810,8.1468,9.4042
2,3.0000,3.7021,4.8710,6.0183,6.7593,7.9228,9.0921,9.9840
2,3.0000,3.5989,4.4415,5.3740,6.9362,7.8194,8.5868,9.7667
2,3.0000,4.1010,4.7837,5.5641,6.5116,7.5608,8.5878,9.4091
2,3.0000,3.7232,4.7739,5.5103,6.7508,7.4045,7.9151,9.1296
2,3.0000,4.0680,4.8811,6.1920,7.4521,8.6095,9.5795,10.4946
2,3.0000,3.7179,4.8704,5.9558,6.6996,7.6604,8.6458,9.9885
2,3.0000,3.8494,4.6758,5.8691,6.6635,7.7483,8.8098,9.8833
2,3.0000,4.1262,5.0428,6.0663,7.0964,8.2731,9.4464,10.4058
2,3.0000,4.0478,5.4013,6.6554,7.5982,8.7295,9.8370,11.1376
2,3.0000,4.0057,5.0767,6.2338,7.5755,8.6886,9.2778,10.0609
2,3.0000,4.3876,5.4183,6.5748,7.6747,8.6330,9.6387,10.9081
2,3.0000,4.0915,4.8810,5.8317,7.0688,8.2574,9.0520,10.1699
2,3.0000,4.0776,5.2183,6.3882,7.3720,8.4476,9.3619,10.4598
2,3.0000,4.2758,5.1021,6.0610,7.1245,8.1470,9.2188,10.2726
2,3.0000,3.6873,4.6305,5.5057,6.7118,7.3255,8.0995,9.0834
2,3.0000,3.8625,4.8499,5.8217,7.2407,8.1505,9.1755,9.9227
2,3.0000,4.1316,5.3258,6.2671,7.4558,8.3900,9.6966,10.7762
2,3.0000,4.0573,5.3547,6.5888,7.6788,8.5787,9.3971,10.6640
2,3.0000,4.2875,5.3757,6.7312,7.7969,8.6830,9.6682,10.5659
2,3.0000,4.3015,5.4240,6.3736,7.1543,8.0775,9.0593,10.2650
2,3.0000,3.8789,5.0244,6.3846,7.4531,8.4059,9.1332,10.5096
2,3.0000,3.8835,4.7235,5.8568,6.8652,7.7376,8.5402,9.6340
2,3.0000,3.9257,4.8534,5.8852,6.9381,7.8680,9.0298,10.1251
2,3.0000,4.1766,5.5084,6.1960,6.9349,7.8101,8.8622,9.9916
2,3.0000,4.3736,5.2681,5.9900,7.3681,8.3469,9.2193,10.3338
2,3.0000,3.7991,4.6886,5.7156,6.7655,7.5928,8.5391,9.3238
2,3.0000,3.7089,4.8159,6.2450,6.9992,8.0988,8.9185,9.7001
2,3.0000,4.0704,4.9846,5.9133,6.6654,7.8285,8.8134,9.7417
2,3.0000,4.0965,4.8497,5.9405,6.7201,7.8997,8.6615,9.6952
2,3.0000,4.1205,4.8518,5.6895,6.3260,7.3006,8.1208,9.2613
2,3.0000,4.1486,4.9884,6.1614,7.1257,8.6386,9.7560,10.6136
2,3.0000,4.0984,5.0051,5.8274,6.8737,7.8920,8.7042,9.7370
2,3.0000,3.9354,4.9465,6.1864,7.1028,7.9677,8.8480,9.8021
2,3.0000,4.3726,5.5938,6.5568,7.8409,8.7215,9.5591,10.5765
2,3.0000,3.8278,5.0829,6.3764,7.1806,8.4520,9.1837,10.3814
2,3.0000,4.0644,5.1126,6.2665,7.2273,8.2848,9.3522,10.2384
2,3.0000,3.8051,4.8950,6.0023,7.2031,8.0297,8.8388,9.3841
2,3.0000,4.2757,5.1645,5.8714,6.9582,7.8187,8.9886,10.0268
2,3.0000,4.1837,4.9810,5.7478,6.4016,7.4341,8.1273,9.1351
2,3.0000,4.2520,5.2595,6.2612,7.1351,8.2843,9.0816,10.1117
2,3.0000,4.0938,5.1369,5.9301,7.3054,8.1578,9.0873,9.7234
2,3.0000,3.7202,4.5039,5.2129,6.2951,7.0875,8.1482,8.8775
2,3.0000,4.1539,5.0386,6.2148,7.0516,7.8546,8.6769,9.6499
2,3.0000,4.1438,5.0364,5.9676,6.9902,8.0501,9.1163,10.0008
2,3.0000,4.0821,4.8809,6.2355,7.3797,8.1945,9.0477,10.1214
2,3.0000,3.8596,4.5509,5.5306,6.4889,7.4793,8.6926,9.7638
2,3.0000,3.6278,4.8877,5.4844,6.4655,7.1426,8.6489,9.7443
2,3.0000,3.8919,5.3392,6.2117,6.9386,8.1596,9.2840,10.3394
2,3.0000,3.5819,4.5559,5.5655,6.6247,7.5474,8.4629,9.3947
2,3.0000,4.0537,4.9511,6.0763,7.2642,8.4810,9.5190,10.7792
2,3.0000,3.9321,4.9012,6.0687,7.2329,8.4199,9.3400,10.5493
2,3.0000,4.1203,5.1367,6.0571,6.9134,7.8525,8.6697,9.8956
2,3.0000,4.3060,5.7683,6.7833,7.9086,8.9324,9.9475,10.9360
2,3.0000,4.1275,5.0123,5.7324,6.7590,7.6319,8.5724,10.0807
2,3.0000,3.9524,5.1920,5.9183,6.7926,7.7355,8.5526,9.8480
2,3.0000,4.1711,5.4274,6.1632,7.5385,8.6706,9.4719,10.3436
2,3.0000,3.9274,5.1059,6.3867,7.1769,8.1375,9.1755,9.9966
2,3.0000,4.0537,5.0668,5.8691,7.0531,8.0183,9.3609,10.3298
2,3.0000,4.2700,5.0436,6.0116,7.0713,7.8680,8.5753,9.3822
2,3.0000,3.9015,4.9406,6.1159,7.2275,8.0835,8.9264,10.2089
2,3.0000,3.5216,4.6522,5.4714,6.7620,7.6861,8.9685,10.1377
2,3.0000,3.9296,4.8483,5.6646,6.8812,7.9162,8.8506,10.1933
2,3.0000,4.1184,5.0781,6.3570,7.1671,8.0677,9.0839,10.0953
